"watershed","reach","position","ID","mean_well_depth_cm","lat","lon","elevation","doc_mg.l","TYPE","Time","doc_mg.l.1","tdn_mg.l","na_mg.l","nh4_mg.l","K_mg.l","Mg_mg.l","Ca_mg.l","F_mg.l","Cl_mg.l","NO3_mg.l","PO4_mg.l","SO4_mg.l","usfs_DOC","MSU_DOC","date","fullid","Int_Abs","dec_254","dec_300","dec_562","a300","a305","a313","a320","a340","a380","a395","a412","Slope_ratio","Int_Fluor","peak_A_250.450","peak_C_350.450","peak_T_275.340","Fluorescence_Index","SUVA254","peak_ratioAT","peak_ratioCA","peak_ratioCT","Filename","area_m","analysis","area_km","transect","Qm3_s","fraction","reachposition","count_1.5","count_6.10","count_11.15","count_.15","percent_1.5","percent_6.10","percent_11.15","percent_.15","site","year","ndmi_raster_mean","ndmi_raster_median","ndvi_raster_mean","ndvi_raster_median","twi_mean","twi_median","slope_mean","slope_median","elevabovestreams_mean","elevabovestreams_median","disttostreams_mean","disttostreams_median","aspect_mean","aspect_median","resampled_mean","resampled_median","distance.to.outlet","percent_Beetle.kill","percent_Meadows","percent_Old.Forest","percent_cut.regenerating","percent_Tundra","stage","stage_num","Input.mm","snowpack_3day_avg","melt_snow_interact"
"fc","fc4","rw2",228,116.5,39.874114,-105.864078,NA,2.56,"synoptic","14:14",2.56,0.17,2.15,0,0.56,0.87,4.05,0.01,0.19,0.12,0,1.83,2.56,NA,2021-10-20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fc4_rw2",635200,"dinf",0.6352,4,NA,0.446868214,"FC4_rw2",3457,2656,539,41,51.65097863,39.68325116,8.0531899,0.612580308,"fc4",2021,0.10669693,0.10813206,0.217653796,0.213440999,6.982717991,6.912614346,11.99918079,10.75329494,47.52773628,42.08032227,248.7074948,220.7106781,223.3691808,319.895954,3380.369141,3389.473145,1139.71,67.56373938,10.4815864,8.21529745,13.73937677,0,"Lower Descending Limb",2,0,29.93,0
"fc","fc2","stream",218,NA,39.88261803,-105.865284,NA,1.53,"synoptic","12:50",1.53,0.06,3.12,0.03,0.91,2,8.35,0.05,0.32,0.07,0,2.32,1.53,NA,2021-10-20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fc2_stream",1390600,"dinf",1.3906,2,NA,0.643694672,"FC2_stream",9048,7567,1022,90,51.04078524,42.68629774,5.765216901,0.507700118,"fc2",2021,0.101696685,0.102861054,0.20975399,0.207049742,6.864738464,6.70546484,14.53550911,13.75000572,73.36017682,54.27868652,299.0693696,245.5634919,201.621328,305.4028175,3283.803711,3284.62085,582.1,45.56473829,4.297520661,24.4077135,25.73002755,0,"Lower Descending Limb",2,0,29.93,0
"fc","fc1","lw1",215,115.5,39.89111803,-105.86782,NA,1.97,"synoptic","12:12",1.97,0.08,2.93,0.05,1.38,2.52,5.41,0.01,0.31,0.05,0.01,2.64,1.97,NA,2021-10-20,"FEF215i1h",1016.5,15.056,8.3094,0,19.137,17.841,15.907,14.446,10.981,5.853,4.6641,3.5479,0.88535+0i,242000,44.74,15.633,18.329,1.5051,7.642639594,2.440940586,0.349418865,0.852910688,"fc1_lw1",2859800,"dinf",2.8598,1,NA,1,"FC1_lw1",13548,12768,1430,110,48.63584147,45.83572659,5.13354394,0.394887995,"fc1",2021,0.08994141,0.09260531,0.206557468,0.204130158,6.717443466,6.496062756,14.61641216,14.14783287,68.64491455,52.89526367,280.5364101,230,193.5775497,283.5976723,3202.515869,3194.501465,0,40.43506078,2.815099168,31.76583493,24.98400512,0,"Lower Descending Limb",2,0,29.93,0
"fc","fc1","lw2",369,118,39.89099398,-105.867792,NA,4.571,"synoptic","18:20",4.571,NA,2.62,0.05,1.44,2.33,11.53,0.04,0.56,0.14,0,2.16,NA,4.571,2022-06-20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fc1_lw2",9100,"dinf",0.0091,1,0.077927922,1,"FC1_lw2",90,156,21,1,33.58208955,58.20895522,7.835820896,0.373134328,"fc1",2022,0.058242083,0.057347238,0.202828914,0.20515871,5.295590878,5.261716366,14.86990452,14.88346004,62.89420094,64.41552734,281.6698891,288.7005769,30.15631845,27.69857868,3001.302734,3008.03125,0,47.61904762,0,38.0952381,14.28571429,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc3","lw4",346,116.5,39.87101697,-105.866498,NA,8.124,"synoptic","10:00",8.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.124,2022-06-20,"FEF3460210i1h",786.82,26.64,7.4168,0,17.081,15.415,13.326,11.756,8.4092,3.941,2.9317,2.1689,2.0434+0i,256000,37.584,15.237,31.039,1.542,3.279172821,1.210863752,0.405411877,0.490898547,"fc3_lw4",2500,"dinf",0.0025,3,0.083138219,0.400367463,"FC3_lw4",751,387,36,0,63.9693356,32.96422487,3.066439523,0,"",NA,0.10233243,0.10381908,0.209158495,0.208987921,6.12798214,6.097961426,16.22839546,16.56129646,186.6297224,198.0948486,587.4786338,593.9696962,311.1420494,314.8593412,3340.050293,3350.679688,910.22,18.18181818,0,18.18181818,63.63636364,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc3","rw3",354,117,39.87608702,-105.861559,NA,5.266,"synoptic","11:45",5.266,0.15,1.98,0.01,0.62,0.81,3.81,0.04,0.14,0.05,0,1.32,NA,5.266,2022-06-20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fc3_rw3",19400,"dinf",0.0194,3,0.081750694,0.400367463,"FC3_rw3",1304,542,41,0,69.10439852,28.72284049,2.172760996,0,"",NA,0.10233243,0.10381908,0.209158495,0.208987921,6.12798214,6.097961426,16.22839546,16.56129646,186.6297224,198.0948486,587.4786338,593.9696962,311.1420494,314.8593412,3340.050293,3350.679688,910.22,60.37735849,0,15.09433962,24.52830189,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc3","rw2",357,110,39.87732402,-105.863235,NA,10.52,"synoptic","13:30",10.52,NA,1.88,0.08,0.74,0.81,5.29,0.04,0.39,0.14,0,1.38,NA,10.52,2022-06-20,"FEF3570209i1h",884.8958246,15.22486146,8.194724035,0,18.87244945,17.4023798,15.28358604,13.56938905,9.714841203,4.135451177,2.89982205,1.833971025,0.680070089+0i,62496.36933,12.82343081,4.11046221,5.04970253,1.413674728,1.447230177,2.539442815,0.320543096,0.814000862,"fc3_rw2",32200,"dinf",0.0322,3,0.080391486,0.400367463,"FC3_rw2",1484,822,86,1,62.01420811,34.35018805,3.593815295,0.04178855,"",NA,0.10518736,0.10614964,0.2072054,0.208250672,6.271017551,6.178732872,17.14710426,18.1616745,165.2675138,162.9920654,521.8602666,514.9747468,312.3960347,315.4924193,3316.055176,3330.817871,910.22,61.36363636,0,13.63636364,25,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc3","rw1",356,113,39.87737096,-105.863254,NA,6.455,"synoptic","13:30",6.455,NA,2.03,0.1,0.86,0.77,4.19,0.05,0.73,0.11,0,1.58,NA,6.455,2022-06-20,"FEF3560210i1h",1658.4,25.218,14.147,0,32.58,30.254,26.915,24.269,17.907,9.0082,6.8942,5.1539,0.80664+0i,434000,71.794,28.717,34.309,1.423,3.906738962,2.092570463,0.399991643,0.837010697,"fc3_rw1",36500,"dinf",0.0365,3,0.080391486,0.400367463,"FC3_rw1",1494,842,109,4,61.00449163,34.38138016,4.450796243,0.163331972,"fc3",2022,0.10562577,0.10614964,0.207097158,0.208211243,6.308366299,6.199323177,17.15537834,18.11167145,162.8276808,160.3005371,514.3373454,508.9087297,312.4909472,315.5279415,3313.064209,3328.399414,910.22,59.43396226,0,15.09433962,25.47169811,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc5","stream",349,NA,39.87350296,-105.864197,NA,4.292,"synoptic","11:00",4.292,0.16,1.89,0.01,1.2,0.75,3.48,0.04,0.63,0.07,0,1.26,NA,4.292,2022-06-20,"FEF3490209i1h",887.8641343,15.44460084,8.271298599,0,19.04880067,17.57179569,15.46819058,13.80443612,9.63556297,4.104046305,2.822868617,1.795590745,0.649738878+0i,67667.57791,10.05878854,4.541680333,5.527017666,1.427390759,3.598462451,1.819930593,0.45151365,0.821723506,"fc5_stream",6400,"dinf",0.0064,5,0.082430298,0.196425589,"FC5_stream",2620,1891,402,27,53.03643725,38.27935223,8.137651822,0.546558704,"fc5",2022,0.10765052,0.110335544,0.224451482,0.223421499,7.144913197,7.185516357,10.43721199,9.568711281,39.01351985,35.34130859,242.1697694,218.2842712,205.6537469,323.2607618,3395.329834,3403.126709,1181.78,60.64690027,17.52021563,9.164420485,12.66846361,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc4","lw2",352,116.5,39.87414502,-105.864182,NA,4.623,"synoptic","11:30",4.623,NA,2.23,0.05,0.76,0.81,3.47,0.05,0.38,0.09,0,1.34,2.53,4.623,2022-06-20,"FEF3520308i1h",1361.3,18.578,10.655,0,24.54,23.128,20.778,19.198,14.502,8.3087,6.9397,5.685,0.97808+0i,881000,346.86,51.178,67.661,1.4255,4.018602639,5.12643916,0.147546561,0.756388466,"fc4_lw2",8600,"dinf",0.0086,4,0.081977229,0.446868214,"FC4_lw2",2742,1992,409,28,53.02649391,38.52252949,7.909495262,0.541481338,"fc4",2022,0.107465334,0.11022802,0.22393316,0.222680464,7.113379478,7.132694244,10.79486275,9.827139854,40.74871644,36.03869629,245.2412042,218.2842712,198.3039578,320.4681338,3390.63623,3400.650391,1139.71,43.24324324,0,8.108108108,48.64864865,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc5","rw1",347,108,39.87358502,-105.863998,NA,4.708,"synoptic","10:26",4.708,NA,2.67,0.02,0.84,0.89,4.34,0.05,0.57,0.11,0,1.41,2.31,4.708,2022-06-20,"FEF3470210i1h",931.63,15.248,8.212,0,18.912,17.455,15.414,13.838,10.037,4.8649,3.6751,2.7345,0.79908+0i,271000,42.455,17.901,22.191,1.4703,3.238742566,1.913162994,0.421646449,0.806678383,"fc5_rw1",569900,"dinf",0.5699,5,0.082883367,0.196425589,"FC5_rw1",3231,2509,508,39,51.39176078,39.90774614,8.080165421,0.62032766,"fc5",2022,0.10655554,0.10789444,0.218381748,0.214713439,7.003522873,6.976632118,11.52488232,10.45914841,46.02683131,41.2512207,247.4604378,221.4213562,228.4755657,321.8702129,3386.468506,3392.434326,1181.78,67.57990868,11.26331811,7.610350076,13.54642314,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc5","lw1",348,114,39.87355904,-105.86406,NA,4.987,"synoptic","10:30",4.987,NA,2.25,0.1,0.94,0.74,3.58,0.04,0.69,0.09,0,1.29,2.32,4.987,2022-06-20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fc5_lw1",560000,"dinf",0.56,5,0.082883367,0.196425589,"FC5_lw1",3245,2505,510,39,51.51611367,39.76821718,8.096523258,0.619145896,"fc5",2022,0.10661936,0.10827619,0.218330443,0.214317545,6.999730587,6.972200394,11.51976967,10.46673298,45.89084598,41.01611328,247.0694693,220,227.0097591,321.6412854,3386.429199,3392.362793,1181.78,68.70967742,11.93548387,6.774193548,12.58064516,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc4","lw1",75,117.5,39.87412004,-105.864072,NA,3.66,"monitoring","16:20",3.66,0.22,2.22,0.02,0.68,0.97,3.83,0.02,0.23,0.07,0,1.87,3.66,NA,2021-06-23,"FEF0750308i1h",364.16,5.5843,3.1439,0,7.2404,6.6813,5.8527,5.2842,3.8826,1.9613,1.5079,1.1701,0.83712+0i,36382,14.8,2.1236,2.8427,1.4246,1.525765027,5.206317937,0.143486486,0.747036268,"fc4_lw1",635200,"dinf",0.6352,4,0.054406163,0.446868214,"FC4_lw1",3457,2656,539,41,51.65097863,39.68325116,8.0531899,0.612580308,"fc4",2021,0.10669693,0.10813206,0.217653796,0.213440999,6.982717991,6.912614346,11.99918079,10.75329494,47.52773628,42.08032227,248.7074948,220.7106781,223.3691808,319.895954,3380.369141,3389.473145,1139.71,67.56373938,10.4815864,8.21529745,13.73937677,0,"Upper Descending Limb",3,0,0,0
"fc","fc4","rw1",351,116.9,39.87415499,-105.864128,NA,5.99,"synoptic","11:15",5.99,NA,2.09,0.03,0.64,0.82,3.67,0.04,0.27,0.07,0,1.44,NA,5.99,2022-06-20,"FEF3510308i1h",2024.9,27.498,15.978,0,36.797,34.506,31.148,28.313,21.686,12.205,9.9951,8.1452,0.91437+0i,1120000,217.62,73.693,89.184,1.4083,4.590651085,2.440123789,0.33863156,0.826302924,"fc4_rw1",635200,"dinf",0.6352,4,0.081977229,0.446868214,"FC4_rw1",3457,2656,539,41,51.65097863,39.68325116,8.0531899,0.612580308,"fc4",2022,0.10669693,0.10813206,0.217653796,0.213440999,6.982717991,6.912614346,11.99918079,10.75329494,47.52773628,42.08032227,248.7074948,220.7106781,223.3691808,319.895954,3380.369141,3389.473145,1139.71,67.56373938,10.4815864,8.21529745,13.73937677,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc4","rw2",353,116.5,39.874114,-105.864078,NA,8.507,"synoptic","11:45",8.507,NA,2.31,0,0.7,1.02,4.5,0.05,0.36,0.08,0,2.37,NA,8.507,2022-06-20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fc4_rw2",635200,"dinf",0.6352,4,0.081750694,0.446868214,"FC4_rw2",3457,2656,539,41,51.65097863,39.68325116,8.0531899,0.612580308,"fc4",2022,0.10669693,0.10813206,0.217653796,0.213440999,6.982717991,6.912614346,11.99918079,10.75329494,47.52773628,42.08032227,248.7074948,220.7106781,223.3691808,319.895954,3380.369141,3389.473145,1139.71,67.56373938,10.4815864,8.21529745,13.73937677,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc2","lw1",361,117.7,39.88254,-105.865434,NA,1.289,"synoptic","16:00",1.289,NA,3.75,0.05,1.37,2.84,12.47,0.09,0.42,0.1,0,2.35,NA,1.289,2022-06-20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fc2_lw1",136200,"dinf",0.1362,2,0.078805743,0.643694672,"FC2_lw1",4118,2767,270,12,57.45779266,38.60750663,3.767266639,0.167434073,"fc2",2022,0.10090984,0.10511939,0.22067304,0.219388247,7.003666878,7.04816246,11.37825584,11.02703476,58.41825197,47.44165039,306.4286027,262.1320344,121.8954958,31.28811971,3297.120361,3284.063965,582.1,17.67810026,0,40.89709763,41.42480211,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc2","lw2",362,117.5,39.88251602,-105.865449,NA,9.555,"synoptic","16:00",9.555,NA,1.83,0.02,0.57,0.91,4.46,0.03,0.31,0.09,0,1.45,3.7,9.555,2022-06-20,"FEF3620308i1h",2939.5,39.053,22.497,0,51.81,48.607,44.212,40.253,31.254,18.656,15.839,13.684,1.1057+0i,1840000,745.39,110.03,140.02,1.4515,4.087179487,5.323453792,0.147614001,0.785816312,"fc2_lw2",136200,"dinf",0.1362,2,0.078805743,0.643694672,"FC2_lw2",4118,2767,270,12,57.45779266,38.60750663,3.767266639,0.167434073,"fc2",2022,0.10090984,0.10511939,0.22067304,0.219388247,7.003666878,7.04816246,11.37825584,11.02703476,58.41825197,47.44165039,306.4286027,262.1320344,121.8954958,31.28811971,3297.120361,3284.063965,582.1,17.67810026,0,40.89709763,41.42480211,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc4","stream",74,NA,39.87415499,-105.864206,NA,3.55,"monitoring","16:20",3.55,0.19,2.23,0.01,0.63,0.9,4,0.05,0.19,0.05,0,1.97,3.55,NA,2021-06-23,"fef0740310i1h",599.73,9.3568,5.1728,0,11.913,11.103,9.8508,8.8178,6.5132,3.1744,2.3982,1.8121,0.80133+0i,67939,13.242,4.2721,6.231,1.4114,2.63571831,2.125180549,0.322617429,0.685620286,"fc4_stream",659200,"dinf",0.6592,4,0.054406163,0.446868214,"FC4_stream",5502,3750,580,42,55.72209844,37.97852947,5.874012558,0.42535953,"fc4",2021,0.10563074,0.106100254,0.216178447,0.212679803,6.728877544,6.625845909,13.39932632,12.54577065,84.7541558,58.8671875,354.0473328,295.5634919,225.4025563,314.576517,3360.080566,3368.416016,1139.71,67.06666667,10,8.533333333,14.4,0,"Upper Descending Limb",3,0,0,0
"fc","fc4","stream",350,NA,39.87415499,-105.864206,NA,4.222,"synoptic","11:15",4.222,0.15,1.96,0,0.61,0.79,3.57,0.04,0.16,0.05,0,1.31,NA,4.222,2022-06-20,"FEF3500209i1h",897.8118624,15.31367682,8.325559044,0,19.17376248,17.77062391,15.54724184,13.56344677,9.662255691,4.331566238,3.003826654,1.955389945,0.721366241+0i,65652.82564,9.867632066,4.431479612,5.215176615,1.412523913,3.627114358,1.892099308,0.449092506,0.84972762,"fc4_stream",659200,"dinf",0.6592,4,0.081977229,0.446868214,"FC4_stream",5502,3750,580,42,55.72209844,37.97852947,5.874012558,0.42535953,"fc4",2022,0.10563074,0.106100254,0.216178447,0.212679803,6.728877544,6.625845909,13.39932632,12.54577065,84.7541558,58.8671875,354.0473328,295.5634919,225.4025563,314.576517,3360.080566,3368.416016,1139.71,67.06666667,10,8.533333333,14.4,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc3","lw1",358,109.8,39.877406,-105.863326,NA,4.007,"synoptic","13:45",4.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85,4.007,2022-06-20,"FEF3580308i1h",1051.2,14.944,8.4299,0,19.414,18.133,16.386,14.827,11.228,6.4378,5.0763,4.0379,1.0205+0i,707000,247.23,43.313,53.536,1.441,3.729473422,4.618014047,0.17519314,0.809044381,"fc3_lw1",949200,"dinf",0.9492,3,0.080391486,0.400367463,"FC3_lw1",5698,4320,711,60,52.81305033,40.04078228,6.590045417,0.556121976,"fc3",2022,0.10651602,0.107687354,0.214764073,0.211163014,6.840259075,6.73014164,13.8741045,12.86094856,77.51624228,55.39111328,322.2694139,263.137085,221.2842009,313.6832216,3342.635254,3358.758545,910.22,58.5810163,7.094918504,12.08053691,22.24352828,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc3","stream",355,NA,39.877421,-105.863328,NA,3.965,"synoptic","13:30",3.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.965,2022-06-20,"FEF3550210i1h",942.07,14.446,8.0776,0,18.603,17.238,15.263,13.757,10.079,5.1558,3.9446,2.9847,0.82922+0i,267000,44.279,17.507,22.045,1.4247,3.643379571,2.008573373,0.395379299,0.794148333,"fc3_stream",949200,"dinf",0.9492,3,0.080391486,0.400367463,"FC3_stream",5698,4320,711,60,52.81305033,40.04078228,6.590045417,0.556121976,"fc3",2022,0.10651602,0.107687354,0.214764073,0.211163014,6.840259075,6.73014164,13.8741045,12.86094856,77.51624228,55.39111328,322.2694139,263.137085,221.2842009,313.6832216,3342.635254,3358.758545,910.22,58.5810163,7.094918504,12.08053691,22.24352828,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc2","rw2",364,117,39.88260596,-105.86531,NA,1.487,"synoptic","16:15",1.487,0.13,1.94,0.01,0.72,1.11,5.92,0.04,0.15,0.08,0,1.57,NA,1.487,2022-06-20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fc2_rw2",1390600,"dinf",1.3906,2,0.078805743,0.643694672,"FC2_rw2",9048,7567,1022,90,51.04078524,42.68629774,5.765216901,0.507700118,"fc2",2022,0.101696685,0.102861054,0.20975399,0.207049742,6.864738464,6.70546484,14.53550911,13.75000572,73.36017682,54.27868652,299.0693696,245.5634919,201.621328,305.4028175,3283.803711,3284.62085,582.1,45.56473829,4.297520661,24.4077135,25.73002755,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc2","stream",360,NA,39.88261803,-105.865284,NA,3.822,"synoptic","16:00",3.822,0.16,1.87,0.03,0.72,0.95,5.3,0.04,0.2,0.09,0,1.51,NA,3.822,2022-06-20,"FEF3600210i1h",964.94,14.393,8.1929,0,18.868,17.383,15.36,13.913,10.292,5.2994,4.1167,3.3777,0.80635+0i,258000,59.818,16.671,20.665,1.4428,3.765829409,2.894652795,0.278695376,0.806726349,"fc2_stream",1390600,"dinf",1.3906,2,0.078805743,0.643694672,"FC2_stream",9048,7567,1022,90,51.04078524,42.68629774,5.765216901,0.507700118,"fc2",2022,0.101696685,0.102861054,0.20975399,0.207049742,6.864738464,6.70546484,14.53550911,13.75000572,73.36017682,54.27868652,299.0693696,245.5634919,201.621328,305.4028175,3283.803711,3284.62085,582.1,45.56473829,4.297520661,24.4077135,25.73002755,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc2","stream",68,NA,39.88261803,-105.865284,NA,3.17,"monitoring","15:15",3.17,0.1,2.37,0.02,0.67,1.02,4.82,0.06,0.22,0.05,0,1.86,3.17,NA,2021-06-23,"fef0680310i1h",486.65,7.727,4.2675,0,9.8281,9.1041,8.0417,7.1814,5.2442,2.5721,1.9347,1.4319,0.82685+0i,59148,13.536,3.8207,5.0313,1.4245,2.437539432,2.690358357,0.282262116,0.759386242,"fc2_stream",1390600,"dinf",1.3906,2,0.054591547,0.643694672,"FC2_stream",9048,7567,1022,90,51.04078524,42.68629774,5.765216901,0.507700118,"fc2",2021,0.101696685,0.102861054,0.20975399,0.207049742,6.864738464,6.70546484,14.53550911,13.75000572,73.36017682,54.27868652,299.0693696,245.5634919,201.621328,305.4028175,3283.803711,3284.62085,582.1,45.56473829,4.297520661,24.4077135,25.73002755,0,"Upper Descending Limb",3,0,0,0
"fc","fc2","rw1",363,115.5,39.88255701,-105.865356,NA,3,"synoptic","16:15",3,NA,2.35,0.04,0.75,1.9,8.8,0.07,0.19,0.12,0,1.74,3.09,NA,2022-06-20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fc2_rw1",1577900,"dinf",1.5779,2,0.078805743,0.643694672,"FC2_rw1",9162,7626,1025,90,51.1757806,42.59621293,5.725297436,0.502709043,"",NA,0.101696685,0.102861054,0.20975399,0.207049742,6.864738464,6.70546484,14.53550911,13.75000572,73.36017682,54.27868652,299.0693696,245.5634919,201.621328,305.4028175,3283.803711,3284.62085,NA,45.5026455,4.17989418,24.76190476,25.55555556,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc1","lw1",370,115.5,39.89111803,-105.86782,NA,3.27,"synoptic","18:45",3.27,NA,2.71,0.06,1.33,2.38,12.28,0.05,0.72,0.13,0,2.13,1.95,3.27,2022-06-20,"FEF370i1h",946.73,12.189,7.1627,0,16.496,15.549,13.963,12.781,9.9124,6.2391,5.1011,4.2957,1.0709+0i,352000,198.32,19.279,22.915,1.536,3.727522936,8.654593061,0.097211577,0.841326642,"fc1_lw1",2859800,"dinf",2.8598,1,0.077927922,1,"FC1_lw1",13548,12768,1430,110,48.63584147,45.83572659,5.13354394,0.394887995,"fc1",2022,0.08994141,0.09260531,0.206557468,0.204130158,6.717443466,6.496062756,14.61641216,14.14783287,68.64491455,52.89526367,280.5364101,230,193.5775497,283.5976723,3202.515869,3194.501465,0,40.43506078,2.815099168,31.76583493,24.98400512,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc1","rw1",98,114,39.89111301,-105.867779,NA,3.68,"monitoring","11:33",3.68,0.18,3.2,0.02,1.77,0.66,3.61,0.01,0.21,0.18,0,2.98,3.68,NA,2021-07-15,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fc1_rw1",2859800,"dinf",2.8598,1,0.020445424,1,"FC1_rw1",13548,12768,1430,110,48.63584147,45.83572659,5.13354394,0.394887995,"fc1",2021,0.08994141,0.09260531,0.206557468,0.204130158,6.717443466,6.496062756,14.61641216,14.14783287,68.64491455,52.89526367,280.5364101,230,193.5775497,283.5976723,3202.515869,3194.501465,0,40.43506078,2.815099168,31.76583493,24.98400512,0,"Upper Descending Limb",3,0,0,0
"fc","fc1","rw1",368,114,39.89111301,-105.867779,NA,4.853,"synoptic","18:15",4.853,NA,2.51,0.01,1.25,1.42,7.77,0.05,0.53,0.09,0,1.93,NA,4.853,2022-06-20,"FEF3680308i1h",492.71,8.5661,4.4936,0,10.349,9.515,8.3439,7.3713,5.3349,2.4406,1.7829,1.3377,0.77819+0i,59887,11.719,3.8113,5.207,1.4556,1.765114362,2.25062416,0.325223995,0.731956981,"fc1_rw1",2859800,"dinf",2.8598,1,0.077927922,1,"FC1_rw1",13548,12768,1430,110,48.63584147,45.83572659,5.13354394,0.394887995,"fc1",2022,0.08994141,0.09260531,0.206557468,0.204130158,6.717443466,6.496062756,14.61641216,14.14783287,68.64491455,52.89526367,280.5364101,230,193.5775497,283.5976723,3202.515869,3194.501465,0,40.43506078,2.815099168,31.76583493,24.98400512,0,"Upper Descending Limb",3,12.3452231864979,0,0
"fc","fc1","rw1",66,114,39.89111301,-105.867779,NA,5.36,"monitoring","14:40",5.36,0.19,3.33,0.02,1.28,0.72,3.62,0.01,0.4,0.05,0,2.11,5.36,NA,2021-06-23,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fc1_rw1",2859800,"dinf",2.8598,1,0.054955671,1,"FC1_rw1",13548,12768,1430,110,48.63584147,45.83572659,5.13354394,0.394887995,"fc1",2021,0.08994141,0.09260531,0.206557468,0.204130158,6.717443466,6.496062756,14.61641216,14.14783287,68.64491455,52.89526367,280.5364101,230,193.5775497,283.5976723,3202.515869,3194.501465,0,40.43506078,2.815099168,31.76583493,24.98400512,0,"Upper Descending Limb",3,0,0,0
"fc","fc1","stream",65,NA,39.89111996,-105.867844,NA,3.31,"monitoring","14:40",3.31,0.12,2.47,0.02,0.68,1.03,4.61,0.06,0.22,0.04,0,1.84,3.31,NA,2021-06-23,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fc1_stream",2859800,"dinf",2.8598,1,0.054955671,1,"FC1_stream",13548,12768,1430,110,48.63584147,45.83572659,5.13354394,0.394887995,"fc1",2021,0.08994141,0.09260531,0.206557468,0.204130158,6.717443466,6.496062756,14.61641216,14.14783287,68.64491455,52.89526367,280.5364101,230,193.5775497,283.5976723,3202.515869,3194.501465,0,40.43506078,2.815099168,31.76583493,24.98400512,0,"Upper Descending Limb",3,0,0,0
